Node Type,name,single,release_date,genre,notable,id,written_date,stage_name,notoriety_date,release_year,grau_saida,grau_entrada,grau_total
Song,Quiet Communion,True,2023,Dream Pop,True,5540,,,,2023.0,4,15,19
Song,Infused Intentions,True,2023,Synthpop,True,5559,,,,2023.0,13,4,17
Album,The Weight of Your Absence,,2028,Synthwave,True,5620,,,,2028.0,9,6,15
Song,"Farewell, My Heartache",True,2011,Lo-Fi Electronica,True,5643,,,,2011.0,9,15,24
Song,Gaul's Last Hangover,True,2020,Americana,True,5680,2020,,,2020.0,1,17,18
Song,"Mead, Mediterranean, and Mayhem",True,2010,Indie Folk,True,5687,,,,2010.0,2,15,17
Song,Downward Spiral,True,2025,Dream Pop,True,5751,,,,2025.0,3,11,14
Song,Standing Watch at Dawn's Edge,True,2013,Indie Folk,True,5777,,,,2013.0,3,15,18
Album,Reflections of Us,,2013,Indie Folk,True,5808,,,2013,2013.0,2,18,20
Song,"Two Souls, One Rhythm",False,2024,Synthwave,True,5818,2024,,,2024.0,6,8,14
Song,Mirror of Affection,True,2020,Desert Rock,True,5826,,,,2020.0,2,17,19
Song,Sunlight Whispers,True,2017,Indie Folk,True,5854,,,,2017.0,3,19,22
Album,Celestial Weave,,2025,Synthwave,True,5882,,,,2025.0,8,6,14
Song,The Price of Freedom,True,1997,Doom Metal,True,5887,,,,1997.0,2,27,29
Song,Bleeding Heart's Pledge,True,2008,Dream Pop,True,5891,,,2008,2008.0,4,15,19
Song,Unspoken Surrender,True,2027,Psychedelic Rock,True,5893,,,,2027.0,4,12,16
Song,Mist Over Mount Washu,False,2019,Lo-Fi Electronica,True,5928,,,,2019.0,11,8,19
Song,Mercy's Endless Tide,True,2004,Doom Metal,True,6006,,,,2004.0,3,80,83
Song,Redeemed by Boundless Love,True,2017,Indie Rock,True,6008,2010,,,2017.0,2,16,18
Album,Rhythms of the Sierra,,2013,Desert Rock,True,6051,2010,,,2013.0,2,18,20
Song,Colorful Traditions,True,2026,Dream Pop,True,6054,,,2026,2026.0,11,14,25
Song,Push Through the Doubt,True,2029,Dream Pop,True,6065,2029,,,2029.0,13,8,21
Song,Whispers of My Homeland,True,1998,Synthwave,True,6072,,,,1998.0,5,10,15
Song,Celestial Maiden's Lament,True,2025,Doom Metal,True,6087,,,2025,2025.0,7,9,16
Song,Unanswered Questions,True,2020,Indie Folk,True,6106,,,,2020.0,2,12,14
Song,Unfolding Path,False,2026,Doom Metal,True,6130,2026,,,2026.0,6,8,14
Song,Lunar Lament,False,2029,Symphonic Metal,True,6142,,,2029,2029.0,7,7,14
Album,Shadows Before Nightfall,,2010,Americana,True,6177,,,,2010.0,2,13,15
Song,Echoes of Grace in Silent Moments,True,2023,Doom Metal,True,6218,,,2023,2023.0,5,10,15
Song,Sacred Crossroads,False,2026,Dream Pop,True,6235,,,,2026.0,2,12,14
Song,Andante in Amber,True,1989,Emo/Pop Punk,True,6245,,,,1989.0,5,22,27
Song,Scars of Knowledge,True,2025,Dream Pop,True,6293,,,,2025.0,3,13,16
Song,Iris to Iris,True,1987,Emo/Pop Punk,True,6315,1987,,,1987.0,2,22,24
Song,Tender Embrace,True,1994,Synthwave,True,6368,,,,1994.0,2,27,29
Song,Harmonic Prayers: The Condensed Ritual,True,2022,Desert Rock,True,6412,,,,2022.0,4,11,15
Song,Memories in Harmonic Dust,True,2028,Dream Pop,True,6418,2028,,,2028.0,6,8,14
Album,Triumph's Embrace,,2024,Space Rock,True,6435,,,,2024.0,6,11,17
Song,Memories on Repeat,True,1991,Indie Pop,True,6454,1988,,,1991.0,2,13,15
Song,Haunting Your Headspace,True,2027,Dream Pop,True,6456,,,,2027.0,3,13,16
Song,Midsummer's Melody,True,2027,Dream Pop,True,6474,,,,2027.0,8,6,14
Song,Nanjing Road Rhythm,True,2012,Americana,True,6505,2012,,,2012.0,5,9,14
Album,Silk Street Swing,,2017,Speed Metal,True,6507,,,,2017.0,6,11,17
Song,Revolutionary Shadows,True,2028,Doom Metal,True,6521,,,,2028.0,7,10,17
Song,Tenement of Freedom,True,2014,Oceanus Folk,True,6524,,,,2014.0,2,13,15
Song,Reglas Rotas (Broken Rules),False,2014,Indie Folk,True,6551,2014,,,2014.0,2,12,14
Song,Closing Time Conscience,False,2027,Alternative Rock,True,6588,2027,,,2027.0,6,8,14
Album,Head Over Heels for You,,2029,Dream Pop,True,6597,,,,2029.0,5,9,14
Song,Completely Crazy (About You),True,2013,Oceanus Folk,True,6611,2013,,,2013.0,2,13,15
Song,Wisdom's Whispers in Twilight,True,2011,Indie Rock,True,6616,2011,,2024,2011.0,2,13,15
Song,Närma dig friden (Approach the Peace),True,1984,Blues Rock,True,6674,,,1984,1984.0,2,13,15
Song,Temporal Horizon,False,1994,Indie Pop,True,6745,1994,,,1994.0,2,16,18
Song,Soft Collisions,True,2010,Oceanus Folk,True,6752,,,,2010.0,4,12,16
Song,Fragile Constellations,True,2007,Symphonic Metal,True,6762,,,,2007.0,1,28,29
Song,Fading Echoes,True,2027,Doom Metal,True,6827,,,,2027.0,13,6,19
Song,Echoes from the Elfin Veil,True,2017,Avant-Garde Folk,False,6864,,,,2017.0,8,9,17
Album,Turning the Page,,1992,Indie Pop,True,6868,,,1992,1992.0,1,13,14
Song,Innocence Unfolding,True,2013,Synthwave,True,6885,,,2013,2013.0,3,12,15
Song,Shattered Pieces,True,2000,Synthwave,True,6899,,,2000,2000.0,3,12,15
Song,Love's Bruise,True,2010,Indie Folk,True,6901,,,,2010.0,2,22,24
Song,Whispered Benedictions,True,2017,Indie Rock,True,6949,,,,2017.0,4,11,15
Song,Masked Whispers of the Commedia,True,2025,Jazz Surf Rock,True,6954,,,2025,2025.0,9,8,17
Song,Checkered Heartstrings,False,2028,Dream Pop,True,6968,,,,2028.0,3,12,15
Song,Clocktower Cadence,True,2017,Oceanus Folk,True,6994,,,,2017.0,4,21,25
Album,Keyboard's Ethereal Dance,,2016,Southern Gothic Rock,True,7012,,,,2016.0,3,11,14
Song,Whispers of the Caravan,True,2026,Lo-Fi Electronica,False,7054,,,,2026.0,12,4,16
Song,Reflected Strangers,True,2024,Synthwave,True,7056,2018,,,2024.0,11,8,19
Album,Celestial Conscience,,2020,Indie Folk,True,7080,,,,2020.0,5,14,19
Song,Divine Restraint,False,2028,Dream Pop,True,7089,,,,2028.0,5,9,14
Song,Suffering's Embrace,True,2007,Doom Metal,True,7116,,,,2007.0,3,51,54
Song,Flicker's Last Breath,True,2026,Space Rock,True,7133,2026,,,2026.0,9,5,14
Song,Waves of Longing,True,2029,Desert Rock,True,7140,,,,2029.0,5,10,15
Song,Salt and Silence,True,1997,Southern Gothic Rock,True,7157,1997,,,1997.0,7,8,15
Album,Echoes of Restless Hounds,,2020,Psychedelic Rock,True,7170,,,,2020.0,3,11,14
Album,Ephemeral Beauty's Embrace,,2029,Indie Folk,True,7213,,,2036,2029.0,6,9,15
Song,Postcards from Julianne's Heart,False,2022,Oceanus Folk,True,7224,,,,2022.0,3,14,17
Song,Vailla Toista (Without Another),True,2023,Indie Pop,True,7249,2023,,,2023.0,10,4,14
Song,Surrender to the Silence,True,2024,Alternative Rock,True,7271,,,,2024.0,10,14,24
Song,Requiem for a Fading Self,True,2022,Synthwave,True,7278,2022,,2022,2022.0,25,37,62
Song,Pathways Unspoken,True,2010,Blues Rock,True,7311,2010,,,2010.0,7,8,15
Song,Starship Strut,True,2004,Emo/Pop Punk,True,7325,2004,,,2004.0,4,16,20
Song,Moral High Ground,True,2021,Synthwave,True,7395,,,,2021.0,3,11,14
Album,Nothing Left Untried,,2030,Desert Rock,True,7441,,,2030,2030.0,6,10,16
Album,Disconnected,,2010,Synthwave,True,7484,,,,2010.0,2,13,15
Song,Parallel Streams of Sentiment,True,2017,Synthwave,True,7511,2017,,,2017.0,4,14,18
Song,Converging Currents of the Heart,True,2023,Indie Rock,True,7517,,,,2023.0,7,15,22
Song,Whispers of the Tribal King,True,2012,Darkwave,True,7534,,,2012,2012.0,3,17,20
Song,Blurred Lines of Truth,True,2029,Dream Pop,True,7611,,,,2029.0,16,5,21
Song,Garbage Warrior's Lament,True,2022,Dream Pop,True,7632,2022,,2022,2022.0,2,12,14
Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,7662,,,,2013.0,10,4,14
Song,Earthen Resonance,True,2015,Dream Pop,True,7680,,,,2015.0,4,13,17
Album,Immolation of the Heart,,2021,Jazz Surf Rock,True,7736,2018,,,2021.0,5,9,14
Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,7739,,,,2023.0,10,4,14
Song,Muros de Resistencia,True,2020,Indie Folk,True,7804,2017,,,2020.0,3,11,14
Song,Sordos al Cambio,True,2028,Indie Rock,True,7810,,,,2028.0,5,13,18
RecordLabel,Adriatic Waves,,,,,7858,,,,,0,14,14
Song,Falling Without a Parachute,True,2027,Oceanus Folk,True,7876,,,2027,2027.0,8,8,16
Song,Cloudscape of Resistance,True,2014,Post-Apocalyptic Folk,True,7897,,,,2014.0,4,19,23
Song,Twelve Months of You,False,2024,Oceanus Folk,True,7982,,,,2024.0,4,10,14
Song,Decode My Heart,True,2004,Alternative Rock,True,8055,,,,2004.0,2,15,17
Album,Switchboard Serenade,,1999,Emo/Pop Punk,True,8115,,,,1999.0,13,6,19
Song,Cordless Connections,True,2029,Dream Pop,True,8122,2029,,,2029.0,5,19,24
Song,Restless Phantoms,True,2020,Oceanus Folk,True,8153,2020,,,2020.0,4,10,14
Album,Echoes of the Unheard,,2013,Indie Rock,True,8190,2013,,,2013.0,2,12,14
Song,Whispers in Porcelain,True,2023,Symphonic Metal,True,8201,,,,2023.0,6,10,16
Song,Windswept Borderlands,False,2020,Speed Metal,True,8225,,,,2020.0,5,10,15
Song,Echoes of the Plateau,True,1989,Emo/Pop Punk,True,8230,1989,,,1989.0,4,16,20
Song,Roots and Winds of Departure,True,2010,Oceanus Folk,True,8233,,,,2010.0,2,12,14
Album,Tanah Kita Bangkit,,2019,Space Rock,True,8245,2019,,,2019.0,3,25,28
Song,Gerak Membangun Desa,True,2017,Doom Metal,True,8251,,,,2017.0,4,11,15
Song,Neat and Twisted,True,2022,Psychedelic Rock,True,8263,2015,,,2022.0,4,17,21
Song,Shea to Citi: A Ballpark Journey,True,2020,Indie Folk,True,8283,2020,,,2020.0,4,10,14
Song,Whispers of Self-Destruction,True,1996,Synthwave,True,8355,,,1996,1996.0,2,14,16
Song,Gilded Cage Lament,True,2020,Indie Folk,True,8373,,,,2020.0,2,18,20
Song,Privileged Poverty,False,2024,Dream Pop,True,8382,,,,2024.0,2,12,14
Song,Circuit Forger,True,2029,Jazz Surf Rock,True,8409,2029,,,2029.0,6,9,15
Album,Spider's Waltz in Minor Key,,2024,Space Rock,True,8498,,,,2024.0,3,11,14
Song,Dòng Máu Quê Hương (Blood of My Homeland),True,2017,Psychedelic Rock,True,8516,,,,2017.0,2,42,44
Song,Tiếng Việt Trong Tim (Vietnamese in My Heart),True,2027,Synthwave,True,8547,,,,2027.0,4,10,14
Song,Stranger in My Own Ambition,True,2013,Indie Rock,True,8561,2013,,,2013.0,2,15,17
Song,Dirt Road Daybreak,True,2007,Doom Metal,True,8593,2007,,2007,2007.0,1,22,23
Song,Radiant Silhouette,True,2026,Synthwave,True,8604,,,,2026.0,8,18,26
Song,Echoes of the Hearth,True,2010,Indie Folk,True,8630,,,,2010.0,2,12,14
Song,Sacred Soil's Lament,True,2026,Post-Apocalyptic Folk,True,8640,2026,,,2026.0,9,11,20
Song,Humble Heart's Echo,True,2025,Psychedelic Rock,True,8667,,,,2025.0,7,10,17
Album,Celestial Tribunal,,2017,Lo-Fi Electronica,True,8680,,,,2017.0,4,16,20
Song,Winter's First Light,True,2020,Avant-Garde Folk,True,8731,,,2023,2020.0,12,6,18
Song,Blue Notes and City Lights,True,2023,Dream Pop,True,8740,,,,2023.0,3,11,14
Song,Blooming Love's Embrace,True,2027,Lo-Fi Electronica,True,8773,2027,,,2027.0,9,5,14
Song,Three Whispers,True,2012,Dream Pop,True,8816,,,,2012.0,2,17,19
Song,Chamber of Echoes,True,2008,Alternative Rock,True,8821,,,,2008.0,2,12,14
Song,"Thirty Dawns, Thirty Shadows",True,2025,Space Rock,True,8823,,,,2025.0,3,15,18
Song,"Autumn Whispers, Heartbeats Tender",True,1993,Speed Metal,True,8872,,,1993,1993.0,3,12,15
Song,Bonds of Ducats,True,2010,Indie Rock,True,8888,,,2010,2010.0,3,39,42
Song,The Pound of Flesh Sonata,True,2009,Southern Gothic Rock,True,8891,,,,2009.0,9,6,15
Album,Sun-Baked Terracotta,,2025,Desert Rock,True,8892,,,,2025.0,6,13,19
Song,The Last Goodbye's Whisper,True,2004,Doom Metal,True,9007,,,,2004.0,3,15,18
Song,Forever Constant,True,2024,Dream Pop,True,9014,,,,2024.0,4,14,18
Song,Immovable Love,True,2026,Indie Rock,False,9030,2026,,,2026.0,6,12,18
Song,"Silvered Leaves, Softly Singing",True,2019,Southern Gothic Rock,True,9061,,,,2019.0,8,8,16
Song,Unspoken Melody,True,2004,Doom Metal,True,9085,,,,2004.0,3,12,15
Song,Whispers Without Words,True,2013,Lo-Fi Electronica,True,9088,,,,2013.0,7,8,15
Song,Palms of Passage,True,2028,Oceanus Folk,True,9090,,,,2028.0,9,7,16
Song,Grip and Grace,True,2017,Oceanus Folk,True,9096,2013,,,2017.0,2,16,18
Album,Whispers in the Wind,,2028,Indie Rock,True,9105,,,,2028.0,4,11,15
Song,Whispers of the Celestial Goddess,True,2020,Doom Metal,True,9116,,,,2020.0,2,16,18
Album,Radiant Descent,,2017,Lo-Fi Electronica,True,9122,,,,2017.0,13,13,26
Song,Tracks of Forgotten Journeys,True,2028,Synthwave,True,9165,,,,2028.0,11,9,20
Album,Trails Beyond Horizons,,2017,Indie Folk,True,9191,,,,2017.0,3,13,16
Song,Bubbly Wobble,True,2027,Indie Folk,True,9200,2027,,,2027.0,6,11,17
Song,Spin Cycle Serenade,True,2028,Desert Rock,True,9204,,,,2028.0,8,7,15
Song,Echoes of the Maritime Realm,True,2018,Dream Pop,True,9230,2018,,,2018.0,6,14,20
Song,When the Silence Settles,True,2023,Doom Metal,True,9245,2023,,,2023.0,5,9,14
Song,Twilight of Resilience,True,2013,Indie Folk,True,9249,,,,2013.0,3,12,15
Song,Echoes from the Grasslands,True,2025,Symphonic Metal,True,9301,,,,2025.0,6,8,14
Song,Ancestral Melodies of the Plains,True,2022,Dream Pop,True,9308,,,,2022.0,6,19,25
Song,Scarves and Streetlight Shadows,False,2016,Indie Rock,True,9335,,,,2016.0,2,12,14
Album,Lost Between Coordinates,,2023,Dream Pop,False,9360,,,,2023.0,3,15,18
Song,Chalk Dust and Barracks,False,2027,Dream Pop,True,9389,,,,2027.0,3,11,14
Song,Whispers of the Blue and Yellow,True,2024,Doom Metal,True,9414,,,2024,2024.0,7,7,14
Song,The March of a Thousand Boots,True,2017,Dream Pop,True,9479,2017,,,2017.0,7,8,15
Album,Waterloo's Whispers,,2017,Doom Metal,True,9483,,,,2017.0,3,12,15
Song,Imperial Shadows,True,2012,Synthwave,True,9488,,,,2012.0,3,11,14
Song,Heroes of Honor,True,2029,Oceanus Folk,True,9493,,,,2029.0,7,7,14
Song,Electromagnetic Soul,True,2006,Dream Pop,True,9524,,,,2006.0,2,13,15
Album,Reindeer Breath Melody,,2013,Indie Pop,True,9586,2013,,,2013.0,7,7,14
Song,Dawn's First Whisper,True,2028,Space Rock,True,9587,2028,,,2028.0,5,12,17
Song,Fading Echoes of Annabel,True,2029,Desert Rock,True,9631,,,,2029.0,8,6,14
Album,Sanctuary of Emotions,,2013,Indie Folk,True,9657,2013,,,2013.0,3,14,17
Song,Resolute Path,True,2020,Synthwave,True,9696,2020,,2020,2020.0,7,9,16
Song,Fragments of Consciousness,False,2014,Oceanus Folk,True,9709,2014,,,2014.0,2,12,14
Song,Echoes of Trenches,True,1991,Americana,True,9716,,,,1991.0,1,14,15
Album,The Silence Between Heartbeats,,2021,Synthwave,True,9749,,,,2021.0,6,10,16
Album,Uncharted Loneliness,,1998,Jazz Surf Rock,True,9754,,,,1998.0,3,13,16
Song,Radiant Spirit,True,2029,Synthwave,True,9759,2029,,,2029.0,5,15,20
Song,Whispers of the Wooden Wind,True,1997,Indie Pop,True,9772,,,,1997.0,2,13,15
Song,White Picket Prison,False,2017,Lo-Fi Electronica,True,9807,2017,,,2017.0,9,7,16
Album,The Shrewd Whisper,,2020,Indie Folk,True,9829,,,,2020.0,6,9,15
Album,Crossroads of Silence,,2012,Dream Pop,True,9871,,,,2012.0,7,7,14
Song,Golden Hour Reverie,True,2009,Psychedelic Rock,True,9884,,,,2009.0,2,55,57
Song,Generations Unborn,True,2020,Indie Folk,True,9966,2020,,,2020.0,6,13,19
Song,Liminal Whispers,True,2023,Doom Metal,True,9982,,,,2023.0,3,12,15
Song,Ethereal Afterthoughts,True,2018,Dream Pop,True,9995,,,,2018.0,3,21,24
Song,Sleeping Vengeance,True,2026,Dream Pop,True,10023,,,,2026.0,5,11,16
Song,Whispers from the Ecclesiastical Shadows,True,2026,Post-Apocalyptic Folk,True,10035,,,,2026.0,6,11,17
Song,Shadows of Unbearable Silence,False,2027,Dream Pop,True,10071,,,,2027.0,4,10,14
Album,Whispers of Sacred Silence,,2021,Southern Gothic Rock,True,10085,2021,,,2021.0,11,4,15
Song,Candlelight Confessions,True,1998,Southern Gothic Rock,True,10090,1998,,,1998.0,8,15,23
Song,Passages of Light,True,2019,Darkwave,True,10111,,,,2019.0,4,19,23
Song,Harmony of Heartache,True,2029,Doom Metal,True,10142,,,,2029.0,12,3,15
Song,Le Chemin des Mélodies,True,2026,Dream Pop,True,10185,,,,2026.0,5,10,15
Song,Harmonies de la Route,True,2029,Doom Metal,True,10197,,,,2029.0,8,9,17
Song,Prescriptions from the Borderlands,True,2023,Indie Folk,True,10201,2023,,,2023.0,3,11,14
Song,Remedies of the Ancient Realm,True,2021,Space Rock,True,10211,2021,,,2021.0,3,11,14
Song,Crossing the Promised Boundary,True,2026,Post-Apocalyptic Folk,True,10270,,,,2026.0,7,7,14
Song,Timelines Converge,False,2016,Synthwave,True,10281,2016,,,2016.0,2,25,27
Album,Canal Midnight,,2002,Emo/Pop Punk,True,10294,,,,2002.0,8,13,21
Song,Campfire Chronicles,True,2014,Psychedelic Rock,True,10319,2014,,2014,2014.0,2,19,21
Song,Carols of the Silent Night,True,2017,Dream Pop,True,10342,,,,2017.0,4,31,35
Song,Mercy's Embrace,True,2018,Dream Pop,True,10354,,,2018,2018.0,7,12,19
Album,Redemption's Whisper,,2004,Doom Metal,True,10358,,,,2004.0,1,17,18
Song,Unbroken Chains,True,2011,Post-Apocalyptic Folk,True,10361,2011,,,2011.0,1,14,15
Song,Spin and Survive,True,2028,Post-Apocalyptic Folk,True,10368,2028,,,2028.0,4,10,14
Song,Carnival Whispers,False,2010,Lo-Fi Electronica,True,10417,,,2010,2010.0,6,20,26
Album,Vague Silhouette,,2022,Emo/Pop Punk,True,10431,2022,,,2022.0,9,6,15
Song,Your Time Has Come,True,2017,Indie Folk,True,10444,,,,2017.0,2,13,15
Song,Hamilton's Shadow,True,2032,Lo-Fi Electronica,True,10478,,,,2032.0,11,3,14
Song,Healing Between the Battles,False,2013,Southern Gothic Rock,True,10503,,,,2013.0,3,11,14
Song,Triangular Affection,True,2007,Lo-Fi Electronica,True,10574,2007,,2007,2007.0,2,13,15
Song,Roots Between Worlds,True,2013,Indie Folk,True,10596,,,,2013.0,1,15,16
Song,Divination's Echo,True,2027,Dream Pop,True,10641,2027,,,2027.0,5,9,14
Song,Intimate Interludes for Ivory Keys,True,2010,Synthwave,True,10645,,,,2010.0,2,14,16
Album,Whispered Waltzes in Minor,,2006,Speed Metal,True,10651,2006,,,2006.0,9,6,15
Song,"Silent Hooves, Whispering Forest",False,2025,Dream Pop,True,10659,,,,2025.0,8,12,20
Song,Gravel Road Home,False,2013,Doom Metal,True,10673,,,2013,2013.0,2,50,52
Album,Sentinel's Oath,,2004,Dream Pop,True,10709,,,,2004.0,1,14,15
Album,Whispers of Childhood,,2023,Synthwave,True,10728,2023,,,2023.0,7,13,20
Song,Together We Stride,True,2027,Dream Pop,True,10741,2027,,,2027.0,4,10,14
Song,Cheerful Pathways,False,2019,Dream Pop,True,10747,2019,,,2019.0,2,21,23
Song,Whispers of Your Memory,True,2017,Avant-Garde Folk,True,10759,2017,,,2017.0,13,3,16
Song,Maria's Obeskrivna Minnen (Maria's Unwritten Memories),True,2023,Dream Pop,True,10855,,,2023,2023.0,5,14,19
Song,Electric Halo,True,2029,Dream Pop,True,10861,,,,2029.0,4,16,20
Album,Amplified Altar,,2026,Dream Pop,True,10883,,,,2026.0,3,13,16
Song,Echoes of Déjà Vu,False,2013,Psychedelic Rock,True,10893,,,,2013.0,3,13,16
Song,Parallel Memories,False,2028,Dream Pop,True,10903,,,,2028.0,6,8,14
Album,Whispers in the Shadows,,2022,Dream Pop,False,10928,,,,2022.0,11,20,31
Song,Echoes of an Absent Heart,True,2022,Psychedelic Rock,True,10953,,,,2022.0,4,13,17
Song,Echoes of Sisterhood,True,2020,Indie Rock,True,11061,,,,2020.0,3,11,14
Song,Where the Horizons Whisper,True,2019,Darkwave,True,11097,,,,2019.0,2,25,27
Song,Northern Silence,True,2016,Psychedelic Rock,True,11127,,,,2016.0,2,18,20
Song,Denali's Whisper,True,2027,Space Rock,True,11130,,,,2027.0,14,6,20
Album,Whirlwind Romance,,2007,Psychedelic Rock,True,11141,,,2007,2007.0,2,12,14
Song,Second String Soul,True,2028,Dream Pop,True,11184,,,2028,2028.0,4,10,14
Album,Untethered Winds,,2010,Americana,True,11195,2010,,,2010.0,2,13,15
Song,Beethoven's Unheard Conversation,True,2024,Synthwave,True,11225,2024,,2024,2024.0,6,13,19
Song,Hope Beyond the Shadows,True,2020,Psychedelic Rock,True,11230,,,2020,2020.0,3,16,19
Song,Unbroken Promise,True,2028,Alternative Rock,True,11236,2028,,,2028.0,8,6,14
Song,Two Sides of Silence,True,2020,Indie Folk,True,11251,2013,,,2020.0,2,14,16
Album,Unshared Horizons,,2013,Doom Metal,True,11256,2013,,,2013.0,2,12,14
Album,Rodeo Retrograde,,2009,Indie Pop,True,11298,,,2009,2009.0,3,11,14
Album,Flipped Frontier,,2020,Dream Pop,True,11300,,,,2020.0,3,14,17
Song,Royal Reverence,True,1998,Lo-Fi Electronica,True,11327,,,,1998.0,3,22,25
Album,Sovereign's Whisper,,2025,Dream Pop,True,11331,,,,2025.0,8,12,20
Song,Seaside Memories of Rustington,True,2024,Indie Rock,True,11339,,,,2024.0,2,13,15
Album,Fading Postcards from the Coast,,2027,Symphonic Metal,True,11342,,,,2027.0,3,11,14
Song,Fragile Wounds of Passion,True,2010,Blues Rock,True,11363,2007,,,2010.0,8,6,14
Song,Swallow Your Pride,False,2016,Southern Gothic Rock,True,11365,,,,2016.0,5,9,14
Song,Forced Feast,True,2004,Southern Gothic Rock,True,11368,,,2004,2004.0,3,14,17
Song,Spotlight on a Sweetheart,True,2027,Space Rock,True,11371,2027,,,2027.0,5,9,14
Song,Whispers from the Silk Road,True,2024,Dream Pop,True,11385,2024,,,2024.0,5,21,26
Song,Fragments of a Distant Memory,True,2029,Darkwave,True,11395,,,2029,2029.0,3,11,14
Song,"Hey, Hey! (Expanded Version)",True,2020,Psychedelic Rock,True,11405,,,,2020.0,3,11,14
Album,Concrete Exhaust,,2010,Emo/Pop Punk,True,11449,,,,2010.0,11,4,15
Song,Asphalt Breath,True,2023,Dream Pop,True,11453,,,,2023.0,10,6,16
Song,Forever in My Heart,True,2021,Lo-Fi Electronica,True,11477,,,,2021.0,11,3,14
Album,Childhood Memories Never Fade,,2023,Dream Pop,True,11479,2020,,2023,2023.0,3,12,15
Song,Selfie Syndrome,True,2007,Emo/Pop Punk,True,11514,,,,2007.0,7,7,14
Song,Reflections of Ego,True,2007,Emo/Pop Punk,True,11520,2007,,,2007.0,6,12,18
Song,Ballad of the Lone Shepherd,True,2019,Psychedelic Rock,True,11526,,,,2019.0,3,11,14
Album,Echoes of Forgotten Pavanes,,2020,Dream Pop,True,11550,,,2020,2020.0,5,10,15
Song,Adolescent Echoes,True,2023,Speed Metal,True,11617,2023,,,2023.0,4,14,18
Song,Daddy's Little Ghost,True,2030,Alternative Rock,True,11646,2030,,,2030.0,5,10,15
Song,Echoes of Two Hearts,True,2024,Dream Pop,True,11659,,,2024,2024.0,3,16,19
Song,Forbidden Embrace,True,2009,Lo-Fi Electronica,True,11677,2009,,2009,2009.0,5,22,27
Song,The Day We Never Forget,True,2019,Psychedelic Rock,True,11681,,,,2019.0,3,13,16
Album,Synthetic Serenade,,2023,Doom Metal,True,11712,,,,2023.0,3,12,15
Song,The Memory of Xiao,True,2024,Space Rock,True,11749,,,,2024.0,3,12,15
Song,Fragile Lotus: A Ballad for Juan,True,2007,Symphonic Metal,True,11753,,,,2007.0,1,15,16
Song,The Slow Dissolve,True,2024,Dream Pop,True,11768,2021,,,2024.0,2,26,28
Song,Poison in Veins,True,2027,Dream Pop,True,11780,,,,2027.0,7,7,14
Song,Bass Blast Bonanza,True,2020,Dream Pop,True,11824,,,,2020.0,7,12,19
Song,Echoes of a Global Generation,True,2023,Dream Pop,True,11847,,,,2023.0,7,10,17
Song,Patience Worn Thin,True,2027,Indie Folk,True,11914,,,,2027.0,4,10,14
Song,Seconds Ticking Away,True,2023,Doom Metal,True,11928,,,,2023.0,3,11,14
Song,Tender Destruction,True,2029,Emo/Pop Punk,True,11936,,,,2029.0,15,5,20
Song,Bullet Train to Brilliance,False,2007,Doom Metal,True,11945,,,,2007.0,2,15,17
Song,"Pilgrim Hearts, Rejoicing Night",True,1991,Blues Rock,True,11984,,,,1991.0,3,15,18
Album,"Faithful Travelers, Guided Home",,2020,Indie Folk,True,11985,,,,2020.0,6,8,14
Song,Sovereign's Stride,True,2014,Lo-Fi Electronica,True,12008,,,,2014.0,9,8,17
Song,Whispers and Touches,True,2004,Southern Gothic Rock,True,12041,,,,2004.0,10,10,20
Song,Soft Love's First Light,True,2023,Dream Pop,True,12043,,,2023,2023.0,6,27,33
Album,Whispers of Eternal Promise,,1987,Jazz Surf Rock,True,12089,,,,1987.0,2,16,18
Song,Hearts Bound by Ancient Vows,True,1997,Southern Gothic Rock,True,12091,,,,1997.0,2,19,21
Song,Mannequin's Whisper,True,2017,Southern Gothic Rock,True,12105,,,2017,2017.0,10,4,14
Song,Whispers of Fury,True,2013,Doom Metal,True,12109,,,,2013.0,2,12,14
Album,Calm in the Storm's Embrace,,2024,Dream Pop,True,12120,2024,,2024,2024.0,3,14,17
Song,Walls of Infinite Grace,True,2023,Psychedelic Rock,True,12131,,,2023,2023.0,7,7,14
Song,Unbreakable Divine Shelter,True,2030,Oceanus Folk,True,12138,2030,,,2030.0,6,10,16
Song,Sing Song Swing,False,2007,Indie Folk,True,12150,,,2007,2007.0,3,15,18
Song,Vibrations Unheard,True,2029,Post-Apocalyptic Folk,False,12179,,,,2029.0,3,11,14
Song,Shadows Between Us,True,2024,Symphonic Metal,True,12204,2024,,,2024.0,6,11,17
Song,No Compromise,True,2030,Dream Pop,True,12220,2030,,,2030.0,3,11,14
Song,Harbor Harmony,True,2017,Indie Folk,True,12245,,,,2017.0,3,15,18
Song,Mediterranean Melody,True,2025,Americana,True,12250,,,,2025.0,9,9,18
Song,Whispers from the Bamboo Grove,True,2021,Alternative Rock,True,12344,2014,,2021,2021.0,9,6,15
Song,Temples and Shadows,True,2009,Speed Metal,True,12346,,,,2009.0,7,7,14
Song,Proxy Battlefield,True,2005,Lo-Fi Electronica,True,12373,,,,2005.0,3,13,16
Song,21 [Tjugoett] Mountain Path Polskas,False,2011,Alternative Rock,True,12382,2011,,,2011.0,2,12,14
