Node Type,name,single,release_date,genre,notable,id,written_date,stage_name,notoriety_date,release_year,grau_saida,grau_entrada,grau_total
Person,William Roux,,,,,4438,,,,,3,0,3
Person,Tiffany Lee,,,,,4439,,,,,2,0,2
Person,Arthur Ollivier,,,,,4440,,,,,1,0,1
Person,Maurice Mathieu,,,,,4441,,,,,2,0,2
Person,Lucie Prévost du Rousset,,,,,4442,,,,,1,0,1
Person,Alphonse-Jacques Ledoux,,,,,4443,,,,,1,0,1
Person,Milo Badoer,,,,,4444,,,,,1,0,1
Person,Arnaude Joseph-Lacombe,,,,,4445,,,,,11,0,11
Person,Adrien Boulay,,,,,4446,,,,,1,0,1
Song,Concrete Horizon,False,1994,Dream Pop,True,4447,,,,1994.0,2,4,6
Person,Ping Song,,,,,4448,,,,,1,0,1
Person,Yang Mo,,,,,4449,,,,,2,0,2
Person,Ping Jiang,,,,,4450,,,,,2,0,2
Person,Xiuying Peng,,,,,4451,,,,,1,0,1
RecordLabel,Neuendettelsau Noise,,,,,4452,,,,,0,5,5
Song,Promised Mile,True,2013,Indie Folk,True,4453,2013,,,2013.0,2,10,12
Person,Robert Allen,,,,,4454,,,,,1,0,1
Person,Lei Fang,,,,,4455,,,,,1,0,1
Person,Yang Chang,,,,,4456,,,,,2,0,2
Person,Yan He,,,,,4457,,,,,1,0,1
Person,Tao Duan,,,,,4458,,,,,1,0,1
Song,Neon Bootstraps,True,2013,Synthwave,True,4459,,,,2013.0,2,8,10
Person,Na Shao,,,,,4460,,,,,1,0,1
Person,Ping Cao,,,,,4461,,,,,2,0,2
Person,Li Xue,,,,,4462,,,,,3,0,3
Person,Juan Pan,,,,,4463,,,,,2,0,2
Album,Halfway to Somewhere,,2017,Dream Pop,True,4464,,,,2017.0,2,4,6
Person,Qiang Song,,,,,4465,,,,,10,0,10
Album,Doubt's Embrace,,2028,Indie Folk,True,4466,,,,2028.0,2,7,9
Person,Gang Zhao,,,,,4467,,,,,2,0,2
Person,Xiulan Cheng,,,,,4468,,,,,1,0,1
Person,Tao Dong,,,,,4469,,,,,2,0,2
Person,Min Hou,,,,,4470,,,,,3,0,3
Person,Jie Wan,,,,,4471,,,,,2,0,2
Song,Uncertain Ground,True,2023,Alternative Rock,True,4472,,,,2023.0,3,4,7
Person,Lori Montgomery,,,,,4473,,,,,1,0,1
Person,Marine Goncalves,,,,,4474,,,,,1,0,1
Person,Chantal Gomes,,,,,4475,,,,,2,0,2
Song,Right Until I'm Not,True,2027,Dream Pop,True,4476,,,,2027.0,2,4,6
Person,Marisa Tresoldi,,,,,4477,,,,,2,0,2
Person,Vanessa Trevisani,,,,,4478,,,,,3,0,3
Person,Victoria Carpaccio,,,,,4479,,,,,2,0,2
RecordLabel,Rockville Sounds,,,,,4480,,,,,0,2,2
Album,The Fallibility of Me,,2001,Alternative Rock,True,4481,,,,2001.0,5,6,11
Person,Jeanne Perrin,,,,,4482,,,,,1,0,1
Person,Catherine Prévost,,,,,4483,,,,,9,0,9
Song,Breathing Shadows,True,2023,Doom Metal,True,4484,,,,2023.0,2,4,6
Person,Gang Deng,,,,,4485,,,,,1,0,1
Person,Jing Lei,,,,,4486,,,,,1,0,1
Person,Jing Lin,,,,,4487,,,,,2,0,2
RecordLabel,Immediate Horizon,,,,,4488,,,,,0,1,1
Album,Heartbeat of a Ghost,,2017,Indie Folk,True,4489,2017,,,2017.0,2,4,6
Person,Kathryn Mcknight,,,,,4490,,,,,2,0,2
Person,Ping Song,,,,,4491,,,,,3,0,3
Song,Suspended Between Worlds,True,2018,Space Rock,True,4492,2018,,,2018.0,5,9,14
Person,Thomas Mcconnell,,,,,4493,,Wraith Masquerade,,,1,0,1
Person,Thomas Harrison,,,,,4494,,,,,5,0,5
Person,Michelle Davis,,,,,4495,,,,,4,0,4
RecordLabel,Knäpp Records,,,,,4496,,,,,0,2,2
RecordLabel,Sonic Vault Studios,,,,,4497,,,,,0,5,5
Song,Echoes of an Unlived Self,True,2023,Indie Folk,True,4498,2017,,,2023.0,5,6,11
Person,April Ortiz,,,,,4499,, Sage Winters,,,1,0,1
Person,Emily Raymond,,,,,4500,,,,,3,0,3
Song,Divine Elevation,True,2007,Doom Metal,True,4501,2007,,,2007.0,2,8,10
Person,Kimberly Alvarez,,,,,4502,,,,,2,0,2
Person,Fredo Grossi,,,,,4503,,,,,10,0,10
Person,Charles Delahaye,,,,,4504,,,,,3,0,3
Album,Supreme Authority,,2028,Darkwave,True,4505,2021,,,2028.0,3,5,8
Person,Jose Manuel Quintana Borrell,,,,,4506,,,,,2,0,2
Person,Alix Chevallier,,,,,4507,,,,,1,0,1
Person,Edward Siering,,,,,4508,,,,,4,0,4
Song,Transcendent Might,True,2026,Avant-Garde Folk,True,4509,,,,2026.0,5,3,8
Song,Celestial Sovereignty,True,1990,Emo/Pop Punk,True,4510,,,,1990.0,2,5,7
Song,Despite the Silence,True,2027,Synthpop,True,4511,,,2027,2027.0,3,4,7
Person,Ashley Powers,,,,,4512,,,,,1,0,1
Person,Joseph Vincent,,,,,4513,,,,,3,0,3
Person,Kelly Clayton,,,,,4514,,,,,2,0,2
RecordLabel,Taajama Sounds,,,,,4515,,,,,0,2,2
RecordLabel,Terreno,,,,,4516,,,,,0,6,6
Song,Resilience in Verse,True,2013,Doom Metal,True,4517,,,,2013.0,4,6,10
Song,Echoes of Endurance,True,2007,Indie Folk,True,4518,2007,,,2007.0,2,15,17
Person,Rodolfo Cutuli,,,,,4519,, Crimson Vale,,,2,0,2
Person,Gioele Merisi,,,,,4520,,Neon Monsoon,,,1,0,1
Person,Renata Parpinel,,,,,4521,,,,,1,0,1
Person,Giuliano Anastasi,,,,,4522,,,,,1,0,1
Person,Arthur Colas,,,,,4523,,,,,1,0,1
Person,Luciano Maderna,,,,,4524,,,,,1,0,1
Person,Rosario Pujadas Barceló,,,,,4525,,,,,1,0,1
Person,Paola Condoleo,,,,,4526,,,,,1,0,1
Person,Benvenuto Castiglione-Pulci,,,,,4527,,,,,1,0,1
Person,Geronimo Lamborghini-Dossetti,,,,,4528,,,,,1,0,1
Person,Bartolomeo Castellitto-Gritti,,,,,4529,,,,,1,0,1
Person,Kara Rich,,,,,4530,,,,,1,0,1
Person,Terri Thomas,,,,,4531,,,,,1,0,1
RecordLabel,Alpine Echo,,,,,4532,,,,,0,1,1
RecordLabel,Martian Sound Archives,,,,,4533,,,,,0,1,1
Song,Whispers Between Lines,True,2023,Dream Pop,True,4534,2023,,,2023.0,3,8,11
Person,Kelsey Martinez,,,,,4535,,TRU VZN (True Vision),,,2,0,2
Person,Amy Coleman,,,,,4536,,,,,1,0,1
Person,Elizabeth Newton PhD,,,,,4537,,,,,1,0,1
Album,Street Legacy,,2018,Southern Gothic Rock,True,4538,,,,2018.0,1,4,5
Person,Jorge Ross,,,,,4539,,,,,2,0,2
Person,Robert Pugh,,,,,4540,,,,,1,0,1
Song,Hustler's Birthright,True,2023,Psychedelic Rock,True,4541,2023,,,2023.0,6,24,30
Person,Anne Miles,,,,,4542,,DRAE 5000,,,1,0,1
Person,Jun Liang,,,,,4543,,,,,2,0,2
Person,Na Lu,,,,,4544,,,,,1,0,1
Person,Gang Wan,,,,,4545,,,,,2,0,2
Person,Ping Lai,,,,,4546,,,,,1,0,1
Song,Concrete Crown,True,2020,Psychedelic Rock,True,4547,2020,,2020,2020.0,3,10,13
Person,Juan Jin,,,,,4548,,,,,1,0,1
Person,Ping Li,,,,,4549,,,,,2,0,2
Person,Aimée van Dijk,,,,,4550,,,,,11,0,11
Person,Sander Veenstra,,,,,4551,,,,,2,0,2
Person,Guiying Duan,,,,,4552,,,,,1,0,1
Person,Tao Zeng,,,,,4553,,,,,1,0,1
RecordLabel,Jellyrock Records,,,,,4554,,,,,0,4,4
Song,Untamed Ambition,True,2014,Indie Rock,True,4555,,,,2014.0,2,4,6
Person,Danny Craig,,,,,4556,,,,,3,0,3
Song,Tears Left Unshed,False,2015,Avant-Garde Folk,True,4557,,,,2015.0,3,7,10
Person,Jun Yin,,,,,4558,,,,,2,0,2
Song,Silent Sorrow,True,2023,Americana,False,4559,2023,,,2023.0,2,3,5
Person,Michael Potts,,,,,4560,,,,,2,0,2
Person,Yang Tao,,,,,4561,,,,,1,0,1
Song,Holding Back the Rain,True,2017,Synthwave,True,4562,2017,,,2017.0,2,2,4
Person,Laura Cohen,,,,,4563,,,,,2,0,2
RecordLabel,Collettivo Sonoro,,,,,4564,,,,,0,3,3
Song,Unbroken Silence,True,2004,Oceanus Folk,True,4565,,,,2004.0,1,7,8
Person,Nicola Bernetti,,,,,4566,,,,,9,0,9
Person,Vincentio Gentili,,,,,4567,,,,,9,0,9
Person,Guglielmo Canetta,,,,,4568,,,,,8,0,8
Person,Serena Lettiere,,,,,4569,,,,,7,0,7
RecordLabel,Vallès Vinyl,,,,,4570,,,,,0,6,6
Song,Healing Hours,True,2013,Indie Folk,True,4571,,,,2013.0,2,7,9
Person,Janna Jäkel,,,,,4572,,,,,4,0,4
Person,Edit Hethur,,,,,4573,,,,,5,0,5
Person,Margit Sölzer,,,,,4574,,,,,4,0,4
RecordLabel,Timber Ridge Music,,,,,4575,,,,,0,3,3
Album,Life's Remedy,,2030,Dream Pop,True,4576,,,,2030.0,4,7,11
Person,Julie Reynolds,,,,,4577,, Quantum Drift,,,5,0,5
Person,Arhaan Batta,,,,,4578,,Arhaan,,,3,0,3
Person,Kathryn Ward,,,,,4579,,,,,4,0,4
Person,Heidi Allen,,,,,4580,,,,,2,0,2
RecordLabel,Civic Archives Sound Studio,,,,,4581,,,,,0,2,2
RecordLabel,Solara,,,,,4582,,,,,0,1,1
Song,Wellness Manifesto,True,1983,Speed Metal,True,4583,,,,1983.0,2,21,23
Person,Szymon Piguła,,,,,4584,,,,,1,0,1
Person,Cindy Smith,,,,,4585,,,,,1,0,1
Song,Survival Script,True,2023,Indie Folk,True,4586,2020,,,2023.0,2,10,12
Person,Ashley Murphy,,,,,4587,,,,,1,0,1
Person,Kenneth West,,,,,4588,,,,,2,0,2
Person,Xiuying Mo,,,,,4589,,,,,1,0,1
Person,Alex Ramsey,,,,,4590,,,,,2,0,2
Person,Fang Yang,,,,,4591,,,,,1,0,1
Person,Tao Xu,,,,,4592,,,,,1,0,1
Song,Whispers of the Heart,True,2018,Alternative Rock,True,4593,,,,2018.0,5,5,10
Person,Austin Adams,,,,,4594,,,,,1,0,1
Person,Jeanette Wagner,,,,,4595,,,,,2,0,2
Song,Tender Echoes,True,2023,Synthwave,False,4596,2023,,,2023.0,1,10,11
Person,Juan Yao,,,,,4597,,,,,3,0,3
Person,Stephanie Roberts,,,,,4598,,,,,1,0,1
Person,Yang Duan,,,,,4599,,,,,2,0,2
Person,Xiuying Meng,,,,,4600,,,,,2,0,2
Person,Fang Zhou,,,,,4601,,,,,5,0,5
Album,Moonlit Surrender,,2010,Alternative Rock,True,4602,2010,,,2010.0,4,5,9
Person,Tammy Fields,,,,,4603,, Ruby Chase,,,3,0,3
Album,Velvet Passion,,2017,Indie Folk,True,4604,,,,2017.0,1,12,13
Person,Dorothée Rousset,,,,,4605,,,,,3,0,3
Song,Wooden Shoes and Accordion Dreams,True,2013,Southern Gothic Rock,True,4606,,,,2013.0,5,2,7
Song,Spinning Skirts of Bavaria,True,2028,Dream Pop,True,4607,,,,2028.0,7,8,15
Person,Wei Yuan,,,,,4608,,,,,8,0,8
Song,Brass and Brass: A Polka Memoir,True,1997,Avant-Garde Folk,True,4609,,,1997,1997.0,2,15,17
Person,Apolonia Chlebda,,,,,4610,,,,,1,0,1
Person,Kamila Ornat,,,,,4611,,,,,3,0,3
RecordLabel,Menton Melody,,,,,4612,,,,,0,6,6
Song,Dancing Between the Oompah Notes,True,2025,Alternative Rock,True,4613,,,,2025.0,3,5,8
Song,Cobblestone Lullabies,True,2023,Indie Folk,True,4614,,,2023,2023.0,2,5,7
Person,Gang Feng,,,,,4615,,,,,1,0,1
Person,Yong Feng,,,,,4616,,,,,1,0,1
Person,Xiulan Ma,,,,,4617,,,,,1,0,1
Album,Shadows of the Thames Playground,,2003,Southern Gothic Rock,True,4618,,,,2003.0,3,6,9
Song,Whispers from the Foggy Nursery,True,2013,Doom Metal,True,4619,,,,2013.0,1,5,6
Person,Sherry Hernandez,,,,,4620,,,,,3,0,3
Person,Caitlin Allen,,,,,4621,,,,,2,0,2
Person,Gary Tucker,,,,,4622,,,,,2,0,2
RecordLabel,Segura Sonic,,,,,4623,,,,,0,2,2
Song,Street Corner Childhood Echoes,True,2026,Blues Rock,True,4624,2026,,,2026.0,4,4,8
Person,Ming Bai,,,,,4625,,,,,3,0,3
Song,Whispers of the Wild Meridian,False,2020,Dream Pop,True,4626,2020,,,2020.0,6,10,16
Person,Lukas Waltrade Walderade-van Dam,,,,,4627,,,,,2,0,2
Person,Jurre Kunen,,,,,4628,,,,,3,0,3
Person,Mila Hellevoort-Robbrechts Bruijne,,,,,4629,,,,,2,0,2
Person,Duuk Schokman,,,,,4630,,,,,3,0,3
Song,Botanical Echoes and Forgotten Rhythms,True,2026,Southern Gothic Rock,True,4631,,,,2026.0,4,3,7
Person,Tao Zeng,,,,,4632,,,,,7,0,7
Person,Juan Gong,,,,,4633,,,,,8,0,8
Song,Taxonomy of Silent Migrations,True,2010,Synthwave,True,4634,,,,2010.0,2,5,7
Person,Min Zeng,,,,,4635,,,,,2,0,2
Person,Jun Zhu,,,,,4636,,,,,1,0,1
Person,Lei He,,,,,4637,,,,,1,0,1
RecordLabel,Gaillac Groove,,,,,4638,,,,,0,1,1
Song,Intricate Landscapes of Microscopic Kingdoms,True,2026,Indie Folk,True,4639,2023,,,2026.0,4,5,9
Person,Ashley Huang,,,,,4640,,,,,1,0,1
Person,Alexandra King,,,,,4641,,,,,1,0,1
Person,Kirk Kemp,,,,,4642,,,,,1,0,1
Person,Jacob Romero,,,,,4643,,,,,2,0,2
RecordLabel,Estuary Sound,,,,,4644,,,,,0,3,3
Song,The Sergeant's Stride,True,2029,Desert Rock,True,4645,2029,,,2029.0,2,3,5
Person,Michael Roberts,,,,,4646,,,,,1,0,1
Person,William Bates,,,,,4647,,,,,1,0,1
Person,Brandy Chung PhD,,,,,4648,,,,,1,0,1
Song,Boots and Brass: A Soldier's Honor,True,2026,Doom Metal,True,4649,2026,,2026,2026.0,4,3,7
Song,Guardians of the Northern Watch,False,2028,Jazz Surf Rock,True,4650,,,,2028.0,2,6,8
Person,Yang Bai,,,,,4651,,,,,1,0,1
Album,Underofficer's Lament,,2007,Doom Metal,True,4652,,,2007,2007.0,4,9,13
Song,Healing in Hindsight,True,2014,Synthwave,True,4653,2014,,,2014.0,2,7,9
Person,Ming Zhou,,,,,4654,,,,,1,0,1
Person,Melinda Vasquez,,,,,4655,,,,,1,0,1
Person,Tracy Lawson,,,,,4656,,,,,2,0,2
Person,Li Zhao,,,,,4657,,,,,5,0,5
Album,Scars That Shine,,2023,Indie Rock,True,4658,,,,2023.0,3,2,5
Person,Katherine Stevens,,,,,4659,,,,,2,0,2
RecordLabel,Domestic Affairs,,,,,4660,,,,,0,3,3
Album,The Space Between Goodbye,,2023,Indie Rock,True,4661,2023,,2023,2023.0,4,8,12
Person,Enzio Garibaldi,,,,,4662,,,,,2,0,2
Person,Lori Henderson,,,,,4663,,,,,2,0,2
Person,Antonietta Ceravolo-Condoleo,,,,,4664,,,,,6,0,6
Person,Gino Michelangeli,,,,,4665,,,,,10,0,10
Song,Aftermath of a Broken Heart,True,2000,Indie Folk,True,4666,,,,2000.0,2,11,13
Person,Matthew Fields,,,,,4667,, $ILVER,,,1,0,1
Person,Edwin Binner,,,,,4668,,,,,1,0,1
Person,Ian Jüttner,,,,,4669,,,,,1,0,1
Person,Tony Rhodes,,,,,4670,,,,,3,0,3
Person,Hansjoachim Sager,,,,,4671,,,,,1,0,1
Person,Joseph Parsons,,,,,4672,,,,,2,0,2
RecordLabel,Southern Sentinel,,,,,4673,,,,,0,1,1
RecordLabel,Thyrnau Tracks,,,,,4674,,,,,0,1,1
Song,Wha?,True,2020,Desert Rock,True,4675,,,,2020.0,4,10,14
Person,Nicholas Garcia,,,,,4676,,,,,2,0,2
Person,Jie Fu,,,,,4677,,,,,3,0,3
Person,Jun Han,,,,,4678,,,,,5,0,5
Person,Kristin Floyd,,,,,4679,,,,,2,0,2
Album,Eh?,,2017,Dream Pop,True,4680,,,,2017.0,3,8,11
Person,Erica Padilla,,,,,4681,,,,,2,0,2
Person,Amy Tate,,,,,4682,,,,,6,0,6
Person,Laura Clark,,,,,4683,,,,,5,0,5
Song,Huh?,True,1994,Indie Folk,True,4684,1994,,1994,1994.0,2,4,6
Person,Ashley Castillo,,,,,4685,,,,,2,0,2
Person,Kristina Gonzales,,,,,4686,,,,,3,0,3
Song,Come Again?,True,2020,Indie Folk,True,4687,,,,2020.0,2,6,8
Person,Karen Jackson,,,,,4688,,,,,2,0,2
Person,William Coleman,,,,,4689,,,,,2,0,2
Person,Jie Qian,,,,,4690,,,,,1,0,1
Person,Kelli Williamson,,,,,4691,,,,,3,0,3
Person,Christine Jones,,,,,4692,,,,,1,0,1
RecordLabel,Citrus Grove Records,,,,,4693,,,,,0,4,4
Album,Echoes of Seventeen,,2023,Dream Pop,True,4694,2023,,,2023.0,2,8,10
Person,Xiuying Jin,,,,,4695,,Feral Psalm,,,1,0,1
Person,Qiang Xiang,,,,,4696,,,,,1,0,1
Person,Lei Yang,,,,,4697,,,,,2,0,2
Person,Xia Bai,,,,,4698,,,,,1,0,1
Person,Qiang Yu,,,,,4699,,,,,2,0,2
RecordLabel,Manufacturing Melody,,,,,4700,,,,,0,2,2
Album,Rewind to Innocence,,2007,Synthwave,True,4701,,,2007,2007.0,3,5,8
Person,Nehmat Kanda,,,,,4702,,,,,5,0,5
Person,Inaaya Bhatia,,,,,4703,,,,,6,0,6
Song,Memories in Sepia,False,2028,Jazz Surf Rock,True,4704,2022,,,2028.0,4,11,15
Person,Jun Huang,,,,,4705,,,,,1,0,1
Person,Fang Zhao,,,,,4706,,,,,1,0,1
Person,Xiulan Li,,,,,4707,,,,,1,0,1
Person,Jing Long,,,,,4708,,,,,2,0,2
Person,Min Long,,,,,4709,,,,,1,0,1
Person,Qiang Tian,,,,,4710,,,,,3,0,3
Person,Chao Luo,,,,,4711,,,,,1,0,1
Person,Ming Luo,,,,,4712,,,,,2,0,2
Song,The Age of Unfolding,True,2000,Dream Pop,True,4713,,,,2000.0,2,7,9
Person,Katie Anderson,,,,,4714,, Tony Steel,,,1,0,1
Person,Prerak Majumdar,,,,,4715,,,,,1,0,1
Person,Mary Maxwell,,,,,4716,,,,,2,0,2
Person,Yong Xie,,,,,4717,,,,,1,0,1
Song,Twilight's Whisper,True,2023,Doom Metal,True,4718,,,,2023.0,5,4,9
Person,Krystal Reese,,,,,4719,, Leo III,,,1,0,1
Person,Erica Shaffer,,,,,4720,,,,,2,0,2
Person,Thomas Ramirez,,,,,4721,,,,,1,0,1
RecordLabel,Lumiera,,,,,4722,,,,,0,2,2
RecordLabel,Lyric Horizon,,,,,4723,,,,,0,1,1
RecordLabel,Quintet Recordings,,,,,4724,,,,,0,3,3
Song,Shadows of Sundown,True,2025,Southern Gothic Rock,True,4725,,,2025,2025.0,4,3,7
Person,Xiulan Xiao,,,,,4726,,,,,1,0,1
Person,Min Wei,,,,,4727,,,,,4,0,4
Album,Dusk's Embrace,,2020,Desert Rock,True,4728,,,,2020.0,3,12,15
Person,Ming Jiang,,,,,4729,,,,,5,0,5
Person,Gang Peng,,,,,4730,,,,,6,0,6
Person,Li Duan,,,,,4731,,,,,5,0,5
Person,Jun Jia,,,,,4732,,,,,5,0,5
Song,Golden Hour's Farewell,True,2020,Oceanus Folk,True,4733,,,,2020.0,3,4,7
Person,Jill Smith,,,,,4734,,,,,1,0,1
Person,Michael Snyder,,,,,4735,,,,,2,0,2
Person,Mary Morales,,,,,4736,,,,,1,0,1
RecordLabel,Corona Sonora,,,,,4737,,,,,0,2,2
Song,Scent of Desire,True,2020,Alternative Rock,True,4738,,,,2020.0,7,5,12
Person,Gang Duan,,,,,4739,,,,,1,0,1
Person,Victoria Higgins,,,,,4740,,,,,3,0,3
Person,Guiying Yan,,,,,4741,,,,,1,0,1
Song,Aromatic Attraction,True,2025,Psychedelic Rock,True,4742,,,,2025.0,3,6,9
Person,Min Jiang,,,,,4743,,,,,1,0,1
Person,Xiuying Kong,,,,,4744,,,,,1,0,1
Person,Juan Fang,,,,,4745,,,,,2,0,2
Person,Lei Zhong,,,,,4746,,,,,2,0,2
RecordLabel,Dolní Echo,,,,,4747,,,,,0,1,1
RecordLabel,Latitude Echo,,,,,4748,,,,,0,1,1
Album,Breathe Me In,,1997,Emo/Pop Punk,True,4749,1997,,,1997.0,2,16,18
Person,John Dean,,,,,4750,,,,,2,0,2
Person,Alejandra Gould,,,,,4751,,,,,1,0,1
Song,Olfactory Obsession,False,2020,Doom Metal,True,4752,,,,2020.0,3,7,10
Person,Bartek Krężołek,,,,,4753,, Neon Ghost,,,8,0,8
Person,Julita Kudełka,,,,,4754,,Julita,,,1,0,1
Person,Mikołaj Rosłoń,,,,,4755,,,,,5,0,5
Person,Stefan Berus,,,,,4756,,,,,9,0,9
RecordLabel,Riviera Resonance,,,,,4757,,,,,0,2,2
Song,Her Royal Decree,False,2029,Jazz Surf Rock,True,4758,,,,2029.0,4,5,9
Person,Fang Tao,,,,,4759,,,,,1,0,1
Person,Brent White,,,,,4760,,,,,1,0,1
Person,Qiang Zhou,,,,,4761,,,,,1,0,1
Person,Edwin Hansen,,,,,4762,,,,,3,0,3
RecordLabel,Le Sonore,,,,,4763,,,,,0,3,3
Song,The Lady's Prerogative,False,2024,Space Rock,True,4764,,,,2024.0,2,7,9
Person,Jun Gong,,,,,4765,,,,,1,0,1
Person,Min Dai,,,,,4766,,,,,1,0,1
Person,Min Gao,,,,,4767,,,,,4,0,4
Person,Min Jiang,,,,,4768,,,,,1,0,1
Person,Qiang Yi,,,,,4769,,,,,1,0,1
Song,Sovereign Heart,True,2007,Synthwave,True,4770,2007,,,2007.0,2,18,20
Person,Beverly Olsen,,,,,4771,,,,,1,0,1
Person,Rei Aoki,,,,,4772,,,,,1,0,1
Person,Lisa Woods,,,,,4773,,,,,1,0,1
Song,Title of Power,True,2029,Lo-Fi Electronica,True,4774,,,,2029.0,11,4,15
Person,Sven Oude Heer,,,,,4775,,,,,1,0,1
Person,Michelle Vallenduuk,,,,,4776,,,,,7,0,7
Song,Autumno's Golden Whispers,True,2014,Synthwave,True,4777,,,,2014.0,3,8,11
Person,Xia Duan,,,,,4778,,,,,1,0,1
Person,Patricia-Julie Lopes,,,,,4779,,,,,3,0,3
Person,Ping Luo,,,,,4780,,,,,3,0,3
Song,September's Last Embrace,False,2003,Lo-Fi Electronica,True,4781,,,,2003.0,3,26,29
Person,Yan Xia,,,,,4782,,,,,1,0,1
Person,Qiang Lei,,,,,4783,,,,,10,0,10
Song,Fading Sunlight on Tuscan Fields,False,2023,Dream Pop,True,4784,,,,2023.0,1,4,5
Person,Jing Chen,,,,,4785,,,,,1,0,1
Person,Lei Dai,,,,,4786,,,,,1,0,1
Person,Gang Peng,,,,,4787,,,,,1,0,1
Song,Warmth of the Waning Summer,False,2007,Synthwave,True,4788,2007,,,2007.0,3,4,7
Song,Dance Floor Revolution,True,2019,Psychedelic Rock,True,4789,,,,2019.0,2,5,7
Person,Mary Barnes,,,,,4790,,,,,2,0,2
Person,Diana Elliott,,,,,4791,,,,,2,0,2
Person,Bruce Long,,,,,4792,,,,,3,0,3
Person,Noah Frazier Jr.,,,,,4793,,,,,2,0,2
RecordLabel,Montfort Records,,,,,4794,,,,,0,2,2
Song,Groove Unfolding,True,2029,Dream Pop,True,4795,,,,2029.0,4,5,9
Person,Gang Jiang,,,,,4796,,Cosmic Noir,,,1,0,1
Person,Yang Dong,,,,,4797,,,,,1,0,1
Person,Fang Meng,,,,,4798,,,,,1,0,1
Person,Na Yin,,,,,4799,,,,,6,0,6
RecordLabel,Pulse Point Records,,,,,4800,,,,,0,1,1
Song,Rhythm Rebellion,False,2017,Psychedelic Rock,True,4801,,,,2017.0,3,4,7
Person,Chao Xu,,,,,4802,,,,,2,0,2
Person,Lei Li,,,,,4803,,,,,1,0,1
RecordLabel,Alpine Echo Records,,,,,4804,,,,,0,11,11
Song,Step Into Your Power,True,2026,Dream Pop,True,4805,,,,2026.0,3,13,16
Person,Ming Long,,,,,4806,,,,,2,0,2
Person,Chao Cui,,,,,4807,,,,,1,0,1
Person,Fang Lin,,,,,4808,,,,,2,0,2
Person,Edward Gutierrez,,,,,4809,,,,,2,0,2
Person,Lei Yi,,,,,4810,,,,,1,0,1
Person,Na Wu,,,,,4811,,,,,1,0,1
Person,Li Xia,,,,,4812,,,,,2,0,2
Person,Ming Han,,,,,4813,,,,,1,0,1
Song,Solitude's Symphony,False,2015,Doom Metal,True,4814,2012,,,2015.0,2,10,12
Person,Ping Cao,,,,,4815,,,,,2,0,2
Person,Xia Xue,,,,,4816,,,,,7,0,7
Person,Li Qin,,,,,4817,,,,,1,0,1
Song,Unaccompanied Heart,True,2018,Doom Metal,True,4818,2018,,,2018.0,3,10,13
Person,Eugene Henderson,,,,,4819,,,,,5,0,5
Person,Juan Wu,,,,,4820,,,,,2,0,2
Song,Single-Handed Horizon,True,2028,Dream Pop,True,4821,2028,,,2028.0,20,4,24
Person,John Rivera,,,,,4822,,Hollow Reverberation,,,1,0,1
Person,William Rodriguez,,,,,4823,,,,,1,0,1
Person,Ashley Olsen,,,,,4824,,,,,1,0,1
Person,Michael Watson,,,,,4825,,,,,1,0,1
RecordLabel,Zeuthen Sonic,,,,,4826,,,,,0,2,2
Song,The Freedom of Silence,True,2013,Blues Rock,True,4827,,,,2013.0,3,3,6
Person,Autumn Knight,,,,,4828,,,,,1,0,1
Person,Sotaro Ito,,,,,4829,,,,,3,0,3
Song,Stones Along the Scottish Mile,True,1997,Alternative Rock,True,4830,,,,1997.0,2,6,8
Person,Alex Parrish,,,,,4831,,,,,2,0,2
Person,Andrea Crawford,,,,,4832,,,,,4,0,4
Person,Jeffrey Hill,,,,,4833,,,,,1,0,1
Song,Whispers from the Dundonian Highway,False,2013,Doom Metal,True,4834,,,,2013.0,1,6,7
Person,Kari Miranda,,,,,4835,,,,,1,0,1
Person,Jasmine Lopez,,,,,4836,,,,,1,0,1
Person,Robin Garrett,,,,,4837,,,,,1,0,1
Person,Stephanie Frank,,,,,4838,,,,,1,0,1
Song,Crossing the Tay Bridge at Twilight,True,2025,Americana,True,4839,2025,,,2025.0,2,2,4
Person,David Silva,,,,,4840,,The Radiant Dirge,,,3,0,3
Person,Anthony Cox,,,,,4841,,,,,2,0,2
RecordLabel,Postal Rhythm,,,,,4842,,,,,0,2,2
Song,Wanderer's Path to the City of Jute,True,2023,Indie Folk,True,4843,2023,,,2023.0,4,2,6
Person,Capucine Pasquier,,,,,4844,,,,,5,0,5
RecordLabel,Valle Sounds,,,,,4845,,,,,0,3,3
RecordLabel,Nordische Resonanz,,,,,4846,,,,,0,4,4
Album,Cobblestones of the Holy City,,2004,Indie Rock,True,4847,,,,2004.0,2,11,13
Person,Francesca Maglio,,,,,4848,,,,,7,0,7
Album,Keys to Heaven's Threshold,,1990,Synthwave,True,4849,,,,1990.0,2,20,22
Person,Laurent-Théodore Humbert,,,,,4850,, Prince V,,,1,0,1
Person,Philip Schneider,,,,,4851,, B.K. Crown,,,2,0,2
Person,Édith Deschamps Le Clément,,,,,4852,,,,,1,0,1
Person,Henriette Gonzalez-Grégoire,,,,,4853,,,,,1,0,1
Song,Echoes from the Vatican Walls,True,2004,Southern Gothic Rock,True,4854,,,,2004.0,5,10,15
Person,Andrea Miller,,,,,4855,,,,,2,0,2
